# Number of customers
10
# Drone flight limit
4600
# Travel time matrix for the truck
0.0	11000.0	14000.0	12000.0	10400.0	9600.0	15900.0	8800.0	9800.0	11700.0	15600.0
11000.0	0.0	3900.0	6100.0	2900.0	5600.0	4900.0	3900.0	3400.0	700.0	5400.0
14000.0	3900.0	0.0	4600.0	3700.0	5800.0	3000.0	5400.0	4400.0	3400.0	1600.0
12000.0	6100.0	4600.0	0.0	3300.0	2400.0	7600.0	3800.0	3200.0	6100.0	5500.0
10400.0	2900.0	3700.0	3300.0	0.0	2800.0	6100.0	1700.0	700.0	3100.0	5200.0
9600.0	5600.0	5800.0	2400.0	2800.0	0.0	8700.0	2000.0	2200.0	5900.0	7100.0
15900.0	4900.0	3000.0	7600.0	6100.0	8700.0	0.0	7900.0	6900.0	4100.0	2800.0
8800.0	3900.0	5400.0	3800.0	1700.0	2000.0	7900.0	0.0	1000.0	4400.0	6900.0
9800.0	3400.0	4400.0	3200.0	700.0	2200.0	6900.0	1000.0	0.0	3700.0	5900.0
11700.0	700.0	3400.0	6100.0	3100.0	5900.0	4100.0	4400.0	3700.0	0.0	4800.0
15600.0	5400.0	1600.0	5500.0	5200.0	7100.0	2800.0	6900.0	5900.0	4800.0	0.0
# Travel time matrix for the drones
0.0	7300.0	9300.0	8000.0	6900.0	6400.0	10600.0	5800.0	6500.0	7800.0	10400.0
7300.0	0.0	2600.0	4000.0	1900.0	3700.0	3200.0	2600.0	2200.0	400.0	3600.0
9300.0	2600.0	0.0	3000.0	2400.0	3800.0	2000.0	3600.0	2900.0	2200.0	1000.0
8000.0	4000.0	3000.0	0.0	2200.0	1600.0	5000.0	2500.0	2100.0	4000.0	3600.0
6900.0	1900.0	2400.0	2200.0	0.0	1800.0	4000.0	1100.0	400.0	2000.0	3400.0
6400.0	3700.0	3800.0	1600.0	1800.0	0.0	5800.0	1300.0	1400.0	3900.0	4700.0
10600.0	3200.0	2000.0	5000.0	4000.0	5800.0	0.0	5200.0	4600.0	2700.0	1800.0
5800.0	2600.0	3600.0	2500.0	1100.0	1300.0	5200.0	0.0	600.0	2900.0	4600.0
6500.0	2200.0	2900.0	2100.0	400.0	1400.0	4600.0	600.0	0.0	2400.0	3900.0
7800.0	400.0	2200.0	4000.0	2000.0	3900.0	2700.0	2900.0	2400.0	0.0	3200.0
10400.0	3600.0	1000.0	3600.0	3400.0	4700.0	1800.0	4600.0	3900.0	3200.0	0.0
#
